Identificador;Fecha_reg;Temporada;Año;Mes;Hora;Feriado;Dia laborable;Jornada laboral;Tipo_clima;Temperatura °C;Sensación Termica °C;Humedad;Velocidad de Viento km/h;No registrados;Registrados;Cant_bici_rentadas
3542;1/06/2011;2;0;6;11;0;3;1;2;0.82;0.803;0.59;0.2239;26;86;112
3543;1/06/2011;2;0;6;12;0;3;1;1;0.86;0.8333;0.53;0;32;137;169
3544;1/06/2011;2;0;6;13;0;3;1;1;0.9;0.8182;0.37;0.194;29;125;154
3545;1/06/2011;2;0;6;14;0;3;1;1;0.9;0.8182;0.37;0.2537;40;105;145
3546;1/06/2011;2;0;6;15;0;3;1;1;0.9;0.8333;0.39;0.2985;25;127;152
3547;1/06/2011;2;0;6;16;0;3;1;1;0.86;0.803;0.47;0.2985;39;227;266
3548;1/06/2011;2;0;6;17;0;3;1;1;0.86;0.803;0.47;0.2985;52;434;486
3549;1/06/2011;2;0;6;18;0;3;1;3;0.82;0.7879;0.56;0.3881;31;278;309
3550;1/06/2011;2;0;6;19;0;3;1;2;0.74;0.7121;0.79;0.1642;16;248;264
3551;1/06/2011;2;0;6;20;0;3;1;2;0.74;0.7121;0.79;0.2537;23;233;256
3552;1/06/2011;2;0;6;21;0;3;1;1;0.74;0.697;0.7;0.2836;29;161;190
3553;1/06/2011;2;0;6;22;0;3;1;1;0.74;0.697;0.66;0.1343;14;115;129
3554;1/06/2011;2;0;6;23;0;3;1;1;0.74;0.6667;0.51;0.1642;10;59;69
3555;2/06/2011;2;0;6;0;0;4;1;1;0.74;0.6515;0.4;0.3582;11;31;42
3556;2/06/2011;2;0;6;1;0;4;1;1;0.72;0.6515;0.38;0.1045;3;12;15
3557;2/06/2011;2;0;6;2;0;4;1;1;0.7;0.6364;0.39;0;0;6;6
3558;2/06/2011;2;0;6;3;0;4;1;1;0.66;0.6212;0.44;0.1045;0;4;4
3559;2/06/2011;2;0;6;4;0;4;1;1;0.66;0.6212;0.41;0.194;0;3;3
3560;2/06/2011;2;0;6;5;0;4;1;1;0.66;0.6212;0.39;0.2239;3;28;31
3561;2/06/2011;2;0;6;6;0;4;1;1;0.66;0.6212;0.39;0.1343;7;106;113
3562;2/06/2011;2;0;6;7;0;4;1;1;0.7;0.6364;0.34;0.2537;19;285;304
3563;2/06/2011;2;0;6;8;0;4;1;1;0.7;0.6364;0.32;0.2985;25;442;467
3564;2/06/2011;2;0;6;9;0;4;1;1;0.72;0.6364;0.26;0.3582;28;197;225
3565;2/06/2011;2;0;6;10;0;4;1;1;0.72;0.6515;0.28;0.4925;33;106;139
3566;2/06/2011;2;0;6;11;0;4;1;1;0.74;0.6515;0.28;0.3881;42;123;165
3567;2/06/2011;2;0;6;12;0;4;1;1;0.76;0.6667;0.25;0.4627;39;193;232
3568;2/06/2011;2;0;6;13;0;4;1;1;0.8;0.6818;0.24;0.3582;35;168;203
3569;2/06/2011;2;0;6;14;0;4;1;1;0.78;0.6667;0.24;0.3284;43;142;185
3570;2/06/2011;2;0;6;15;0;4;1;1;0.8;0.6818;0.21;0.3881;44;144;188
3571;2/06/2011;2;0;6;16;0;4;1;1;0.8;0.6818;0.22;0.4925;63;255;318
3572;2/06/2011;2;0;6;17;0;4;1;1;0.76;0.6515;0.2;0.5224;88;484;572
3573;2/06/2011;2;0;6;18;0;4;1;1;0.74;0.6515;0.22;0.3881;74;451;525
3574;2/06/2011;2;0;6;19;0;4;1;1;0.72;0.6364;0.23;0.2985;58;321;379
3575;2/06/2011;2;0;6;20;0;4;1;1;0.7;0.6364;0.24;0.194;51;286;337
3576;2/06/2011;2;0;6;21;0;4;1;1;0.66;0.6212;0.31;0.194;33;215;248
3577;2/06/2011;2;0;6;22;0;4;1;1;0.64;0.6212;0.33;0.2537;14;141;155
3578;2/06/2011;2;0;6;23;0;4;1;1;0.62;0.6212;0.35;0.2239;23;89;112
3579;3/06/2011;2;0;6;0;0;5;1;1;0.62;0.6212;0.38;0.2836;15;53;68
3580;3/06/2011;2;0;6;1;0;5;1;1;0.6;0.6212;0.38;0.3582;7;15;22
3581;3/06/2011;2;0;6;2;0;5;1;1;0.56;0.5303;0.43;0.2239;0;12;12
3582;3/06/2011;2;0;6;3;0;5;1;1;0.54;0.5152;0.49;0.2239;0;5;5
3583;3/06/2011;2;0;6;4;0;5;1;1;0.52;0.5;0.48;0.3284;1;5;6
3584;3/06/2011;2;0;6;5;0;5;1;1;0.52;0.5;0.48;0.3582;4;24;28
3585;3/06/2011;2;0;6;6;0;5;1;1;0.54;0.5152;0.45;0.2985;8;98;106
3586;3/06/2011;2;0;6;7;0;5;1;1;0.54;0.5152;0.45;0.2537;25;252;277
3587;3/06/2011;2;0;6;8;0;5;1;2;0.56;0.5303;0.43;0.3284;31;471;502
3588;3/06/2011;2;0;6;9;0;5;1;1;0.58;0.5455;0.4;0.1642;36;194;230
3589;3/06/2011;2;0;6;10;0;5;1;1;0.62;0.6212;0.33;0.2537;54;107;161
3590;3/06/2011;2;0;6;11;0;5;1;1;0.64;0.6212;0.31;0.3284;57;135;192
3591;3/06/2011;2;0;6;12;0;5;1;1;0.66;0.6212;0.27;0.2836;51;208;259
3592;3/06/2011;2;0;6;13;0;5;1;1;0.68;0.6212;0.26;0.2537;58;190;248
3593;3/06/2011;2;0;6;14;0;5;1;1;0.7;0.6364;0.28;0.2836;66;174;240
3594;3/06/2011;2;0;6;15;0;5;1;1;0.7;0.6364;0.28;0.2836;56;156;212
3595;3/06/2011;2;0;6;16;0;5;1;1;0.72;0.6364;0.26;0.3284;63;286;349
3596;3/06/2011;2;0;6;17;0;5;1;1;0.72;0.6364;0.25;0.2836;73;485;558
3597;3/06/2011;2;0;6;18;0;5;1;1;0.7;0.6364;0.24;0.2985;76;488;564
3598;3/06/2011;2;0;6;19;0;5;1;1;0.68;0.6212;0.26;0.2836;53;338;391
3599;3/06/2011;2;0;6;20;0;5;1;1;0.64;0.6212;0.29;0.1642;57;236;293
3600;3/06/2011;2;0;6;21;0;5;1;1;0.64;0.6212;0.29;0.1045;51;196;247
3601;3/06/2011;2;0;6;22;0;5;1;1;0.62;0.6212;0.35;0;26;145;171
3602;3/06/2011;2;0;6;23;0;5;1;1;0.58;0.5455;0.46;0.1045;30;141;171
3603;4/06/2011;2;0;6;0;0;6;0;1;0.56;0.5303;0.52;0;24;69;93
3604;4/06/2011;2;0;6;1;0;6;0;1;0.54;0.5152;0.64;0.1045;14;80;94
3605;4/06/2011;2;0;6;2;0;6;0;1;0.54;0.5152;0.56;0.194;18;41;59
3606;4/06/2011;2;0;6;3;0;6;0;1;0.52;0.5;0.59;0.1045;8;10;18
3607;4/06/2011;2;0;6;4;0;6;0;1;0.52;0.5;0.59;0.0896;4;11;15
3608;4/06/2011;2;0;6;5;0;6;0;1;0.5;0.4848;0.64;0;3;5;8
3609;4/06/2011;2;0;6;6;0;6;0;1;0.54;0.5152;0.6;0;11;17;28
3610;4/06/2011;2;0;6;7;0;6;0;1;0.56;0.5303;0.56;0;27;60;87
3611;4/06/2011;2;0;6;8;0;6;0;1;0.6;0.6212;0.46;0.0896;29;96;125
3612;4/06/2011;2;0;6;9;0;6;0;1;0.62;0.6212;0.43;0.1343;55;169;224
3613;4/06/2011;2;0;6;10;0;6;0;1;0.64;0.6212;0.38;0.1045;115;202;317
3614;4/06/2011;2;0;6;11;0;6;0;1;0.66;0.6212;0.36;0.1343;120;249;369
3615;4/06/2011;2;0;6;12;0;6;0;1;0.7;0.6364;0.32;0.1642;150;270;420
3616;4/06/2011;2;0;6;13;0;6;0;1;0.74;0.6515;0.28;0.1343;188;268;456
3617;4/06/2011;2;0;6;14;0;6;0;1;0.74;0.6515;0.33;0.2239;193;258;451
3618;4/06/2011;2;0;6;15;0;6;0;2;0.74;0.6515;0.27;0.4179;180;224;404
3619;4/06/2011;2;0;6;16;0;6;0;2;0.72;0.6515;0.3;0.1343;168;272;440
3620;4/06/2011;2;0;6;17;0;6;0;2;0.72;0.6515;0.34;0.2537;142;202;344
3621;4/06/2011;2;0;6;18;0;6;0;2;0.74;0.6515;0.3;0.1642;127;214;341
3622;4/06/2011;2;0;6;19;0;6;0;2;0.7;0.6364;0.39;0.0896;79;206;285
3623;4/06/2011;2;0;6;20;0;6;0;2;0.7;0.6515;0.48;0.0896;90;149;239
3624;4/06/2011;2;0;6;21;0;6;0;2;0.66;0.6212;0.47;0.1045;46;139;185
3625;4/06/2011;2;0;6;22;0;6;0;1;0.64;0.6212;0.57;0.2239;49;141;190
3626;4/06/2011;2;0;6;23;0;6;0;2;0.64;0.6212;0.57;0;29;121;150
3627;5/06/2011;2;0;6;0;0;0;0;1;0.64;0.6212;0.57;0.0896;23;90;113
3628;5/06/2011;2;0;6;1;0;0;0;2;0.64;0.6212;0.61;0.1642;26;70;96
3629;5/06/2011;2;0;6;2;0;0;0;2;0.64;0.6212;0.61;0.1642;16;48;64
3630;5/06/2011;2;0;6;3;0;0;0;2;0.62;0.6061;0.65;0.1642;22;25;47
3631;5/06/2011;2;0;6;4;0;0;0;2;0.62;0.6061;0.65;0.1642;4;8;12
3632;5/06/2011;2;0;6;5;0;0;0;2;0.62;0.6061;0.61;0.1343;1;5;6
3633;5/06/2011;2;0;6;6;0;0;0;2;0.62;0.6061;0.61;0.1045;10;11;21
3634;5/06/2011;2;0;6;7;0;0;0;2;0.6;0.5909;0.73;0.2537;8;19;27
3635;5/06/2011;2;0;6;8;0;0;0;2;0.6;0.5909;0.73;0.2537;24;74;98
3636;5/06/2011;2;0;6;9;0;0;0;2;0.6;0.5758;0.78;0.194;53;111;164
3637;5/06/2011;2;0;6;10;0;0;0;2;0.62;0.5909;0.73;0.0896;83;168;251
3638;5/06/2011;2;0;6;11;0;0;0;2;0.64;0.6061;0.69;0.1045;121;214;335
3639;5/06/2011;2;0;6;12;0;0;0;2;0.64;0.6061;0.69;0.1045;123;212;335
3640;5/06/2011;2;0;6;13;0;0;0;1;0.66;0.6212;0.65;0.1045;154;213;367
3641;5/06/2011;2;0;6;14;0;0;0;1;0.7;0.6515;0.58;0.1642;161;224;385
3642;5/06/2011;2;0;6;15;0;0;0;1;0.7;0.6515;0.54;0;161;256;417
3643;5/06/2011;2;0;6;16;0;0;0;1;0.72;0.6667;0.51;0.0896;138;260;398
3644;5/06/2011;2;0;6;17;0;0;0;1;0.74;0.6667;0.51;0;126;264;390
3645;5/06/2011;2;0;6;18;0;0;0;1;0.7;0.6515;0.58;0.1045;124;239;363
3646;5/06/2011;2;0;6;19;0;0;0;1;0.68;0.6364;0.65;0.1642;108;249;357
3647;5/06/2011;2;0;6;20;0;0;0;1;0.66;0.6212;0.69;0.194;84;195;279
3648;5/06/2011;2;0;6;21;0;0;0;1;0.64;0.6061;0.73;0.1642;54;111;165
3649;5/06/2011;2;0;6;22;0;0;0;1;0.64;0.5909;0.78;0.2239;36;94;130
3650;5/06/2011;2;0;6;23;0;0;0;1;0.62;0.5909;0.78;0.1343;25;61;86
3651;6/06/2011;2;0;6;0;0;1;1;1;0.62;0.5909;0.78;0.1343;11;18;29
3652;6/06/2011;2;0;6;1;0;1;1;1;0.6;0.5606;0.83;0.1343;9;5;14
3653;6/06/2011;2;0;6;2;0;1;1;1;0.58;0.5455;0.88;0.1045;4;4;8
3654;6/06/2011;2;0;6;3;0;1;1;1;0.58;0.5455;0.88;0;2;3;5
3655;6/06/2011;2;0;6;4;0;1;1;1;0.56;0.5303;0.94;0.1045;4;4;8
3656;6/06/2011;2;0;6;5;0;1;1;1;0.56;0.5303;0.88;0.0896;7;24;31
3657;6/06/2011;2;0;6;6;0;1;1;1;0.58;0.5455;0.88;0;11;101;112
3658;6/06/2011;2;0;6;7;0;1;1;1;0.62;0.5909;0.78;0.1045;18;281;299
3659;6/06/2011;2;0;6;8;0;1;1;1;0.64;0.6061;0.73;0.0896;28;410;438
3660;6/06/2011;2;0;6;9;0;1;1;1;0.7;0.6515;0.58;0.1642;26;162;188
3661;6/06/2011;2;0;6;10;0;1;1;1;0.72;0.6667;0.51;0.2239;31;64;95
3662;6/06/2011;2;0;6;11;0;1;1;1;0.74;0.6667;0.42;0.1343;39;72;111
3663;6/06/2011;2;0;6;12;0;1;1;1;0.76;0.6667;0.37;0.1642;25;128;153
3664;6/06/2011;2;0;6;13;0;1;1;1;0.78;0.6818;0.35;0;28;152;180
3665;6/06/2011;2;0;6;14;0;1;1;1;0.78;0.6818;0.31;0.1343;46;99;145
3666;6/06/2011;2;0;6;15;0;1;1;1;0.8;0.697;0.29;0.194;38;127;165
3667;6/06/2011;2;0;6;16;0;1;1;1;0.76;0.6667;0.33;0.1343;34;233;267
3668;6/06/2011;2;0;6;17;0;1;1;1;0.78;0.6818;0.33;0.2836;63;516;579
3669;6/06/2011;2;0;6;18;0;1;1;1;0.76;0.6667;0.31;0.1343;56;500;556
3670;6/06/2011;2;0;6;19;0;1;1;1;0.72;0.6667;0.54;0.194;64;343;407
3671;6/06/2011;2;0;6;20;0;1;1;1;0.68;0.6364;0.61;0.1343;59;277;336
3672;6/06/2011;2;0;6;21;0;1;1;1;0.66;0.6212;0.57;0.0896;29;160;189
3673;6/06/2011;2;0;6;22;0;1;1;1;0.66;0.6212;0.61;0.0896;36;137;173
3674;6/06/2011;2;0;6;23;0;1;1;1;0.64;0.6061;0.69;0.0896;5;55;60
3675;7/06/2011;2;0;6;0;0;2;1;1;0.64;0.6061;0.65;0.0896;5;15;20
3676;7/06/2011;2;0;6;1;0;2;1;1;0.62;0.6061;0.69;0.1343;2;2;4
3677;7/06/2011;2;0;6;2;0;2;1;1;0.6;0.5909;0.73;0.0896;3;2;5
3678;7/06/2011;2;0;6;3;0;2;1;1;0.6;0.5909;0.73;0.0896;1;1;2
3679;7/06/2011;2;0;6;4;0;2;1;1;0.58;0.5455;0.83;0.1343;2;3;5
3680;7/06/2011;2;0;6;5;0;2;1;1;0.58;0.5455;0.88;0.1642;2;30;32
3681;7/06/2011;2;0;6;6;0;2;1;1;0.6;0.5758;0.78;0.1343;10;116;126
3682;7/06/2011;2;0;6;7;0;2;1;2;0.64;0.6061;0.69;0.194;23;311;334
3683;7/06/2011;2;0;6;8;0;2;1;2;0.68;0.6364;0.61;0.1343;45;432;477
3684;7/06/2011;2;0;6;9;0;2;1;2;0.72;0.6667;0.58;0.2239;27;190;217
3685;7/06/2011;2;0;6;10;0;2;1;2;0.76;0.6818;0.48;0.194;37;86;123
3686;7/06/2011;2;0;6;11;0;2;1;2;0.76;0.697;0.52;0.2537;38;113;151
3687;7/06/2011;2;0;6;12;0;2;1;2;0.8;0.7273;0.46;0.2836;42;141;183
3688;7/06/2011;2;0;6;13;0;2;1;2;0.8;0.7273;0.43;0.2537;55;141;196
3689;7/06/2011;2;0;6;14;0;2;1;2;0.8;0.7273;0.43;0.2836;34;112;146
3690;7/06/2011;2;0;6;15;0;2;1;2;0.82;0.7424;0.41;0.3284;56;127;183
3691;7/06/2011;2;0;6;16;0;2;1;1;0.8;0.7121;0.38;0.2239;55;253;308
3692;7/06/2011;2;0;6;17;0;2;1;1;0.8;0.7273;0.43;0.2537;64;475;539
3693;7/06/2011;2;0;6;18;0;2;1;1;0.78;0.697;0.46;0.2836;72;479;551
3694;7/06/2011;2;0;6;19;0;2;1;1;0.76;0.6818;0.48;0.2537;69;355;424
3695;7/06/2011;2;0;6;20;0;2;1;1;0.74;0.6818;0.56;0.1343;45;301;346
3696;7/06/2011;2;0;6;21;0;2;1;1;0.72;0.6818;0.7;0.1343;31;187;218
3697;7/06/2011;2;0;6;22;0;2;1;1;0.7;0.6515;0.65;0.1343;27;126;153
3698;7/06/2011;2;0;6;23;0;2;1;1;0.68;0.6364;0.79;0.1045;18;72;90
3699;8/06/2011;2;0;6;0;0;3;1;1;0.66;0.5909;0.89;0.1343;12;29;41
3700;8/06/2011;2;0;6;1;0;3;1;1;0.66;0.6061;0.78;0;3;20;23
3701;8/06/2011;2;0;6;2;0;3;1;1;0.64;0.5758;0.89;0.0896;0;7;7
3702;8/06/2011;2;0;6;3;0;3;1;1;0.64;0.5758;0.89;0.0896;2;1;3
3703;8/06/2011;2;0;6;4;0;3;1;1;0.62;0.5758;0.83;0;0;6;6
3704;8/06/2011;2;0;6;5;0;3;1;1;0.62;0.5606;0.88;0;0;21;21
3705;8/06/2011;2;0;6;6;0;3;1;1;0.64;0.5758;0.89;0.1343;13;103;116
3706;8/06/2011;2;0;6;7;0;3;1;1;0.66;0.6212;0.74;0.1045;24;329;353
3707;8/06/2011;2;0;6;8;0;3;1;1;0.76;0.7121;0.58;0.1642;46;435;481
3708;8/06/2011;2;0;6;9;0;3;1;1;0.76;0.7121;0.58;0.1642;34;168;202
3709;8/06/2011;2;0;6;10;0;3;1;1;0.82;0.7424;0.43;0.2239;27;63;90
3710;8/06/2011;2;0;6;11;0;3;1;1;0.84;0.7576;0.41;0.194;28;106;134
3711;8/06/2011;2;0;6;12;0;3;1;1;0.88;0.8182;0.42;0.1343;15;134;149
3712;8/06/2011;2;0;6;13;0;3;1;1;0.9;0.8485;0.42;0;20;116;136
3713;8/06/2011;2;0;6;14;0;3;1;1;0.92;0.8788;0.4;0.2537;44;111;155
3714;8/06/2011;2;0;6;15;0;3;1;1;0.92;0.8788;0.4;0.1642;28;100;128
3715;8/06/2011;2;0;6;16;0;3;1;1;0.92;0.8788;0.4;0.2239;34;199;233
3716;8/06/2011;2;0;6;17;0;3;1;1;0.92;0.8485;0.35;0.2239;80;426;506
3717;8/06/2011;2;0;6;18;0;3;1;1;0.9;0.8182;0.37;0.2239;61;398;459
3718;8/06/2011;2;0;6;19;0;3;1;1;0.82;0.803;0.59;0.1343;61;323;384
3719;8/06/2011;2;0;6;20;0;3;1;1;0.8;0.7879;0.63;0.1343;55;225;280
3720;8/06/2011;2;0;6;21;0;3;1;1;0.8;0.803;0.66;0.1343;34;168;202
3721;8/06/2011;2;0;6;22;0;3;1;1;0.76;0.7424;0.75;0.1642;37;139;176
3722;8/06/2011;2;0;6;23;0;3;1;1;0.76;0.7424;0.75;0.194;18;98;116
3723;9/06/2011;2;0;6;0;0;4;1;2;0.74;0.7121;0.79;0.1343;7;40;47
3724;9/06/2011;2;0;6;1;0;4;1;1;0.74;0.7121;0.79;0.1045;3;13;16
3725;9/06/2011;2;0;6;2;0;4;1;2;0.72;0.7121;0.84;0.1642;0;6;6
3726;9/06/2011;2;0;6;3;0;4;1;2;0.72;0.7121;0.84;0.1045;0;2;2
3727;9/06/2011;2;0;6;4;0;4;1;2;0.72;0.697;0.79;0.0896;2;4;6
3728;9/06/2011;2;0;6;5;0;4;1;2;0.7;0.6667;0.84;0;1;19;20
3729;9/06/2011;2;0;6;6;0;4;1;2;0.72;0.7121;0.84;0.0896;13;105;118
3730;9/06/2011;2;0;6;7;0;4;1;2;0.72;0.697;0.79;0.1343;31;283;314
3731;9/06/2011;2;0;6;8;0;4;1;2;0.76;0.7273;0.7;0.1045;32;400;432
3732;9/06/2011;2;0;6;9;0;4;1;1;0.84;0.7879;0.49;0;20;148;168
3733;9/06/2011;2;0;6;10;0;4;1;1;0.86;0.8182;0.5;0.2836;20;74;94
3734;9/06/2011;2;0;6;11;0;4;1;1;0.9;0.8485;0.42;0.2239;36;82;118
3735;9/06/2011;2;0;6;12;0;4;1;1;0.92;0.8485;0.35;0.194;40;100;140
3736;9/06/2011;2;0;6;13;0;4;1;1;0.9;0.8182;0.37;0.0896;18;118;136
3737;9/06/2011;2;0;6;14;0;4;1;1;0.92;0.8788;0.4;0.194;25;93;118
3738;9/06/2011;2;0;6;15;0;4;1;1;0.94;0.8333;0.31;0.1642;18;86;104
3739;9/06/2011;2;0;6;16;0;4;1;1;0.92;0.8333;0.33;0.1343;30;170;200
3740;9/06/2011;2;0;6;17;0;4;1;1;0.9;0.8182;0.37;0.2537;54;355;409
3741;9/06/2011;2;0;6;18;0;4;1;1;0.88;0.803;0.39;0.2836;52;414;466
3742;9/06/2011;2;0;6;19;0;4;1;2;0.84;0.7424;0.39;0.3284;55;271;326
3743;9/06/2011;2;0;6;20;0;4;1;2;0.8;0.7273;0.43;0.194;40;214;254
3744;9/06/2011;2;0;6;21;0;4;1;3;0.76;0.697;0.52;0;29;142;171
3745;9/06/2011;2;0;6;22;0;4;1;2;0.74;0.6818;0.58;0.1642;22;131;153
3746;9/06/2011;2;0;6;23;0;4;1;2;0.74;0.697;0.57;0.1642;15;82;97
3747;10/06/2011;2;0;6;0;0;5;1;3;0.7;0.6515;0.65;0.2239;8;61;69
3748;10/06/2011;2;0;6;1;0;5;1;3;0.7;0.6515;0.65;0.2239;5;18;23
3749;10/06/2011;2;0;6;2;0;5;1;1;0.68;0.6364;0.69;0.1642;6;7;13
3750;10/06/2011;2;0;6;3;0;5;1;1;0.68;0.6364;0.69;0.1642;3;3;6
3751;10/06/2011;2;0;6;4;0;5;1;1;0.66;0.6061;0.78;0.1642;0;4;4
3752;10/06/2011;2;0;6;5;0;5;1;1;0.66;0.6061;0.78;0.1642;0;28;28
3753;10/06/2011;2;0;6;6;0;5;1;1;0.66;0.6061;0.78;0.0896;10;94;104
3754;10/06/2011;2;0;6;7;0;5;1;1;0.72;0.6818;0.66;0.1045;25;242;267
3755;10/06/2011;2;0;6;8;0;5;1;1;0.74;0.6818;0.58;0.1343;29;423;452
3756;10/06/2011;2;0;6;9;0;5;1;1;0.76;0.697;0.55;0;37;176;213
3757;10/06/2011;2;0;6;10;0;5;1;1;0.78;0.7121;0.52;0;23;88;111
3758;10/06/2011;2;0;6;11;0;5;1;1;0.82;0.7576;0.46;0;46;107;153
3759;10/06/2011;2;0;6;12;0;5;1;1;0.84;0.7576;0.44;0.1343;40;167;207
3760;10/06/2011;2;0;6;13;0;5;1;1;0.84;0.7576;0.44;0.1045;40;149;189
3761;10/06/2011;2;0;6;14;0;5;1;1;0.86;0.7727;0.39;0;44;121;165
3762;10/06/2011;2;0;6;15;0;5;1;1;0.84;0.7576;0.44;0.1045;49;163;212
3763;10/06/2011;2;0;6;16;0;5;1;1;0.82;0.7879;0.56;0.2985;46;239;285
3764;10/06/2011;2;0;6;17;0;5;1;1;0.82;0.7727;0.52;0.2239;63;454;517
3765;10/06/2011;2;0;6;18;0;5;1;1;0.8;0.7727;0.59;0.2239;96;367;463
3766;10/06/2011;2;0;6;19;0;5;1;1;0.78;0.7424;0.59;0.194;61;245;306
3767;10/06/2011;2;0;6;20;0;5;1;1;0.76;0.7121;0.62;0.1045;53;197;250
3768;10/06/2011;2;0;6;21;0;5;1;1;0.76;0.7273;0.66;0.1343;55;163;218
3769;10/06/2011;2;0;6;22;0;5;1;1;0.72;0.697;0.74;0.2537;40;145;185
3770;10/06/2011;2;0;6;23;0;5;1;1;0.72;0.697;0.74;0.1642;36;110;146
3771;11/06/2011;2;0;6;0;0;6;0;1;0.7;0.6667;0.79;0.1343;28;89;117
3772;11/06/2011;2;0;6;1;0;6;0;1;0.7;0.6667;0.79;0.0896;10;67;77
3773;11/06/2011;2;0;6;2;0;6;0;1;0.7;0.6667;0.79;0.1045;10;50;60
3774;11/06/2011;2;0;6;3;0;6;0;1;0.68;0.6364;0.83;0.0896;10;18;28
3775;11/06/2011;2;0;6;4;0;6;0;1;0.68;0.6364;0.79;0.0896;4;9;13
3776;11/06/2011;2;0;6;5;0;6;0;1;0.68;0.6364;0.74;0.1343;4;12;16
3777;11/06/2011;2;0;6;6;0;6;0;1;0.7;0.6515;0.61;0.1343;9;31;40
3778;11/06/2011;2;0;6;7;0;6;0;1;0.72;0.6667;0.58;0.194;18;50;68
3779;11/06/2011;2;0;6;8;0;6;0;1;0.74;0.6818;0.58;0.194;32;111;143
3780;11/06/2011;2;0;6;9;0;6;0;1;0.74;0.6818;0.62;0.1343;59;171;230
3781;11/06/2011;2;0;6;10;0;6;0;1;0.74;0.6818;0.58;0.1642;91;173;264
3782;11/06/2011;2;0;6;11;0;6;0;1;0.76;0.7121;0.62;0.1343;110;215;325
3783;11/06/2011;2;0;6;12;0;6;0;1;0.8;0.7576;0.55;0.2239;112;235;347
3784;11/06/2011;2;0;6;13;0;6;0;1;0.8;0.7576;0.55;0.194;150;237;387
3785;11/06/2011;2;0;6;14;0;6;0;1;0.82;0.7727;0.49;0.1045;148;232;380
3786;11/06/2011;2;0;6;15;0;6;0;1;0.82;0.7727;0.49;0.1045;142;232;374
3787;11/06/2011;2;0;6;16;0;6;0;2;0.8;0.7273;0.46;0.194;169;225;394
3788;11/06/2011;2;0;6;17;0;6;0;2;0.74;0.6818;0.58;0.1642;147;190;337
3789;11/06/2011;2;0;6;18;0;6;0;2;0.72;0.6818;0.62;0.1343;131;155;286
3790;11/06/2011;2;0;6;19;0;6;0;1;0.7;0.6515;0.65;0.194;97;167;264
3791;11/06/2011;2;0;6;20;0;6;0;1;0.68;0.6364;0.74;0.2537;95;180;275
3792;11/06/2011;2;0;6;21;0;6;0;1;0.66;0.6212;0.74;0.2239;76;144;220
3793;11/06/2011;2;0;6;22;0;6;0;1;0.66;0.6061;0.78;0.2239;53;137;190
3794;11/06/2011;2;0;6;23;0;6;0;1;0.66;0.6212;0.74;0.1045;24;107;131
3795;12/06/2011;2;0;6;0;0;0;0;1;0.66;0.6061;0.78;0.2239;19;100;119
3796;12/06/2011;2;0;6;1;0;0;0;1;0.64;0.5758;0.83;0.1045;19;74;93
3797;12/06/2011;2;0;6;2;0;0;0;1;0.64;0.5758;0.89;0.2537;9;57;66
3798;12/06/2011;2;0;6;3;0;0;0;1;0.64;0.5758;0.89;0.2836;8;20;28
3799;12/06/2011;2;0;6;4;0;0;0;1;0.62;0.5606;0.88;0.1642;8;6;14
3800;12/06/2011;2;0;6;5;0;0;0;1;0.62;0.5606;0.88;0.2239;5;5;10
3801;12/06/2011;2;0;6;6;0;0;0;1;0.62;0.5606;0.88;0.1045;5;9;14
3802;12/06/2011;2;0;6;7;0;0;0;1;0.64;0.5909;0.78;0.1045;7;27;34
3803;12/06/2011;2;0;6;8;0;0;0;1;0.7;0.6667;0.74;0;28;64;92
3804;12/06/2011;2;0;6;9;0;0;0;1;0.72;0.6818;0.66;0;75;107;182
3805;12/06/2011;2;0;6;10;0;0;0;1;0.76;0.7121;0.58;0.0896;120;191;311
3806;12/06/2011;2;0;6;11;0;0;0;1;0.78;0.7273;0.55;0.1045;131;236;367
3807;12/06/2011;2;0;6;12;0;0;0;1;0.82;0.7576;0.46;0;176;244;420
3808;12/06/2011;2;0;6;13;0;0;0;1;0.78;0.7424;0.59;0.2836;109;264;373
3809;12/06/2011;2;0;6;14;0;0;0;1;0.82;0.7879;0.56;0.2537;96;219;315
3810;12/06/2011;2;0;6;15;0;0;0;1;0.8;0.7727;0.59;0.2985;142;218;360
3811;12/06/2011;2;0;6;16;0;0;0;3;0.68;0.6364;0.83;0.2836;115;235;350
3812;12/06/2011;2;0;6;17;0;0;0;3;0.68;0.6364;0.83;0.2836;94;158;252
3813;12/06/2011;2;0;6;18;0;0;0;1;0.7;0.6667;0.74;0.1642;69;187;256
3814;12/06/2011;2;0;6;19;0;0;0;1;0.7;0.6667;0.74;0.1045;67;156;223
3815;12/06/2011;2;0;6;20;0;0;0;1;0.66;0.6061;0.83;0.1642;62;144;206
3816;12/06/2011;2;0;6;21;0;0;0;1;0.66;0.6061;0.83;0.1045;39;101;140
3817;12/06/2011;2;0;6;22;0;0;0;1;0.64;0.5758;0.83;0.1343;31;97;128
3818;12/06/2011;2;0;6;23;0;0;0;1;0.64;0.5909;0.78;0.194;33;74;107
3819;13/06/2011;2;0;6;0;0;1;1;1;0.64;0.5909;0.78;0.1343;8;20;28
3820;13/06/2011;2;0;6;1;0;1;1;1;0.64;0.6061;0.73;0.2239;6;10;16
3821;13/06/2011;2;0;6;2;0;1;1;1;0.62;0.5909;0.73;0.2836;2;8;10
